,TradingDateUtc,DeliveryDateUtc,SettlementClearing,delivery_period_name,Commodity,Region,Sub-Region
4594,2018-01-26,2018-01-01,19.22,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4595,2018-01-26,2018-03-01,17.78,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4596,2018-01-29,2018-01-01,19.22,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4597,2018-01-29,2018-02-01,17.39,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4598,2018-01-29,2018-03-01,17.123,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4599,2018-01-29,2018-03-01,17.473,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4600,2018-01-29,2018-02-01,17.263,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4601,2018-01-29,2018-01-01,19.63,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4602,2018-01-30,2018-02-01,17.2,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4603,2018-01-30,2018-02-01,17.233,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4604,2018-01-30,2018-03-01,17.124,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4605,2018-01-30,2018-03-01,17.374,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4606,2018-01-31,2018-02-01,17.2,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4607,2018-01-31,2018-02-01,17.233,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4608,2018-01-31,2018-03-01,17.663,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4609,2018-01-31,2018-03-01,17.95,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4610,2018-02-01,2018-02-01,17.2,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4611,2018-02-01,2018-04-01,17.583,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4612,2018-02-01,2018-03-01,18.041,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4613,2018-02-01,2018-02-01,17.233,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4614,2018-02-01,2018-04-01,17.319,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4615,2018-02-01,2018-03-01,18.249,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4616,2018-02-02,2018-03-01,17.978,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4617,2018-02-02,2018-03-01,18.025,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4618,2018-02-02,2018-02-01,17.2,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4619,2018-02-02,2018-04-01,17.396,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4620,2018-02-02,2018-04-01,17.3,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4621,2018-02-02,2018-02-01,17.233,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4622,2018-02-05,2018-02-01,,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4623,2018-02-05,2018-02-01,,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4624,2018-02-05,2018-04-01,16.988,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4625,2018-02-05,2018-04-01,17.26,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4626,2018-02-05,2018-03-01,17.377,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4627,2018-02-05,2018-03-01,17.515,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4628,2018-02-06,2018-03-01,17.582,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4629,2018-02-06,2018-03-01,17.805,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4630,2018-02-06,2018-02-01,,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4631,2018-02-06,2018-04-01,17.198,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4632,2018-02-06,2018-04-01,17.082,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4633,2018-02-06,2018-02-01,,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4634,2018-02-07,2018-02-01,,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4635,2018-02-07,2018-04-01,17.519,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4636,2018-02-07,2018-04-01,17.255,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4637,2018-02-07,2018-03-01,18.099,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4638,2018-02-07,2018-03-01,18.013,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4639,2018-02-07,2018-02-01,,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4640,2018-02-08,2018-02-01,,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4641,2018-02-08,2018-04-01,17.427,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4642,2018-02-08,2018-03-01,17.644,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4643,2018-02-08,2018-02-01,,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4644,2018-02-08,2018-04-01,17.067,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4645,2018-02-08,2018-03-01,17.733,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4646,2018-02-09,2018-04-01,17.056,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4647,2018-02-09,2018-02-01,,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4648,2018-02-09,2018-03-01,17.412,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4649,2018-02-09,2018-04-01,17.157,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4650,2018-02-09,2018-02-01,,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4651,2018-02-09,2018-03-01,17.71,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4652,2018-02-12,2018-04-01,17.095,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4653,2018-02-12,2018-02-01,,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4654,2018-02-12,2018-02-01,,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4655,2018-02-12,2018-04-01,17.463,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4656,2018-02-12,2018-03-01,17.595,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4657,2018-02-12,2018-03-01,17.8,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4658,2018-02-13,2018-02-01,,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4659,2018-02-13,2018-02-01,,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4660,2018-02-13,2018-04-01,17.439,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4661,2018-02-13,2018-04-01,17.722,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4662,2018-02-13,2018-03-01,17.894,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4663,2018-02-13,2018-03-01,18.028,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4664,2018-02-14,2018-04-01,17.407,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4665,2018-02-14,2018-02-01,,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4666,2018-02-14,2018-03-01,17.662,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4667,2018-02-14,2018-03-01,17.923,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4668,2018-02-14,2018-02-01,,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4669,2018-02-14,2018-04-01,17.639,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4670,2018-02-15,2018-02-01,,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4671,2018-02-15,2018-03-01,17.606,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4672,2018-02-15,2018-03-01,17.337,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4673,2018-02-15,2018-02-01,,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4674,2018-02-15,2018-04-01,17.206,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4675,2018-02-15,2018-04-01,17.309,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4676,2018-02-16,2018-02-01,,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4677,2018-02-16,2018-04-01,17.679,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4678,2018-02-16,2018-03-01,17.74,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4679,2018-02-16,2018-03-01,18.042,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4680,2018-02-16,2018-04-01,17.385,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4681,2018-02-16,2018-02-01,,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4682,2018-02-19,2018-03-01,18.613,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4683,2018-02-19,2018-03-01,18.919,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4684,2018-02-19,2018-04-01,17.885,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4685,2018-02-19,2018-04-01,18.18,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4686,2018-02-19,2018-02-01,,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4687,2018-02-19,2018-02-01,,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4688,2018-02-20,2018-02-01,,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4689,2018-02-20,2018-04-01,18.508,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4690,2018-02-20,2018-03-01,19.36,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4691,2018-02-20,2018-03-01,19.488,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4692,2018-02-20,2018-04-01,18.186,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4693,2018-02-20,2018-02-01,,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4694,2018-02-21,2018-04-01,18.115,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4695,2018-02-21,2018-02-01,,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4696,2018-02-21,2018-03-01,19.107,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4697,2018-02-21,2018-04-01,18.533,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4698,2018-02-21,2018-02-01,,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4699,2018-02-21,2018-03-01,19.449,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4700,2018-02-22,2018-03-01,19.153,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4701,2018-02-22,2018-02-01,17.233,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4702,2018-02-22,2018-04-01,17.988,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4703,2018-02-22,2018-04-01,18.241,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4704,2018-02-22,2018-02-01,17.2,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4705,2018-02-22,2018-03-01,19.499,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4706,2018-02-23,2018-02-01,17.2,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4707,2018-02-23,2018-04-01,18.49,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4708,2018-02-23,2018-03-01,19.996,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4709,2018-02-23,2018-03-01,20.36,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4710,2018-02-23,2018-04-01,18.034,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4711,2018-02-23,2018-02-01,17.233,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4712,2018-02-26,2018-04-01,17.345,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4713,2018-02-26,2018-02-01,17.233,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4714,2018-02-26,2018-02-01,17.2,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4715,2018-02-26,2018-03-01,18.328,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4716,2018-02-26,2018-03-01,18.039,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4717,2018-02-26,2018-04-01,17.737,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4718,2018-02-27,2018-04-01,17.42,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4719,2018-02-27,2018-04-01,17.8,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4720,2018-02-27,2018-03-01,18.31,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4721,2018-02-27,2018-03-01,18.62,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4722,2018-02-28,2018-03-01,18.31,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4723,2018-02-28,2018-04-01,17.633,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4724,2018-02-28,2018-04-01,17.248,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4725,2018-02-28,2018-03-01,18.62,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4726,2018-03-01,2018-05-01,16.945,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4727,2018-03-01,2018-03-01,18.62,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4728,2018-03-01,2018-03-01,18.31,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4729,2018-03-01,2018-05-01,17.089,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4730,2018-03-01,2018-04-01,17.665,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4731,2018-03-01,2018-04-01,17.804,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4732,2018-03-02,2018-03-01,18.31,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4733,2018-03-02,2018-04-01,18.044,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4734,2018-03-02,2018-05-01,17.069,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4735,2018-03-02,2018-03-01,18.62,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4736,2018-03-02,2018-04-01,17.869,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4737,2018-03-02,2018-05-01,17.2,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4738,2018-03-05,2018-04-01,17.599,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4739,2018-03-05,2018-04-01,17.809,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4740,2018-03-05,2018-03-01,18.31,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4741,2018-03-05,2018-05-01,17.256,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4742,2018-03-05,2018-05-01,17.146,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4743,2018-03-05,2018-03-01,18.62,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4744,2018-03-06,2018-04-01,17.809,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4745,2018-03-06,2018-05-01,17.516,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4746,2018-03-06,2018-05-01,17.349,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4747,2018-03-06,2018-03-01,18.62,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4748,2018-03-06,2018-03-01,18.31,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4749,2018-03-06,2018-04-01,18.075,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4750,2018-03-07,2018-05-01,17.391,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4751,2018-03-07,2018-05-01,17.54,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4752,2018-03-07,2018-04-01,17.816,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4753,2018-03-07,2018-03-01,18.62,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4754,2018-03-07,2018-03-01,18.31,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4755,2018-03-07,2018-04-01,17.997,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4756,2018-03-08,2018-05-01,17.797,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4757,2018-03-08,2018-03-01,18.62,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4758,2018-03-08,2018-04-01,18.338,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4759,2018-03-08,2018-05-01,17.82,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4760,2018-03-08,2018-03-01,18.31,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4761,2018-03-08,2018-04-01,18.479,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4762,2018-03-09,2018-05-01,18.011,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4763,2018-03-09,2018-05-01,18.095,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4764,2018-03-09,2018-04-01,18.878,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4765,2018-03-09,2018-04-01,18.998,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4766,2018-03-09,2018-03-01,18.31,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4767,2018-03-09,2018-03-01,18.62,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4768,2018-03-12,2018-03-01,18.31,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4769,2018-03-12,2018-04-01,19.987,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4770,2018-03-12,2018-04-01,19.723,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4771,2018-03-12,2018-05-01,18.392,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4772,2018-03-12,2018-05-01,18.272,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4773,2018-03-12,2018-03-01,18.62,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4774,2018-03-13,2018-04-01,19.503,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4775,2018-03-13,2018-05-01,18.258,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4776,2018-03-13,2018-03-01,18.31,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4777,2018-03-13,2018-03-01,18.62,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4778,2018-03-13,2018-05-01,18.184,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4779,2018-03-13,2018-04-01,19.521,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4780,2018-03-14,2018-05-01,17.769,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4781,2018-03-14,2018-05-01,17.84,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4782,2018-03-14,2018-03-01,18.31,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4783,2018-03-14,2018-03-01,18.62,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4784,2018-03-14,2018-04-01,18.374,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4785,2018-03-14,2018-04-01,18.424,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4786,2018-03-15,2018-04-01,18.861,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4787,2018-03-15,2018-04-01,18.899,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4788,2018-03-15,2018-03-01,18.31,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4789,2018-03-15,2018-05-01,18.216,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4790,2018-03-15,2018-05-01,18.179,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4791,2018-03-15,2018-03-01,18.62,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4792,2018-03-16,2018-04-01,18.483,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4793,2018-03-16,2018-05-01,18.089,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4794,2018-03-16,2018-03-01,18.31,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4795,2018-03-16,2018-03-01,18.62,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4796,2018-03-16,2018-05-01,17.912,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4797,2018-03-16,2018-04-01,18.668,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4798,2018-03-19,2018-04-01,18.546,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4799,2018-03-19,2018-05-01,18.21,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4800,2018-03-19,2018-05-01,18.196,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4801,2018-03-19,2018-04-01,18.666,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4802,2018-03-19,2018-03-01,18.31,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4803,2018-03-19,2018-03-01,18.62,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4804,2018-03-20,2018-04-01,18.962,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4805,2018-03-20,2018-03-01,18.62,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4806,2018-03-20,2018-03-01,18.31,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4807,2018-03-20,2018-04-01,19.124,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4808,2018-03-20,2018-05-01,18.513,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4809,2018-03-20,2018-05-01,18.439,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4810,2018-03-21,2018-04-01,19.208,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4811,2018-03-21,2018-04-01,19.4,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4812,2018-03-21,2018-03-01,18.31,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4813,2018-03-21,2018-05-01,18.675,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4814,2018-03-21,2018-05-01,18.667,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4815,2018-03-21,2018-03-01,18.62,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4816,2018-03-22,2018-04-01,18.878,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4817,2018-03-22,2018-03-01,18.62,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4818,2018-03-22,2018-03-01,18.31,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4819,2018-03-22,2018-04-01,18.93,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4820,2018-03-22,2018-05-01,18.577,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4821,2018-03-22,2018-05-01,18.461,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4822,2018-03-23,2018-03-01,18.31,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4823,2018-03-23,2018-05-01,18.371,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4824,2018-03-23,2018-04-01,18.27,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4825,2018-03-23,2018-04-01,18.476,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4826,2018-03-23,2018-05-01,18.281,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4827,2018-03-23,2018-03-01,18.62,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4828,2018-03-26,2018-04-01,17.9,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4829,2018-03-26,2018-04-01,18.051,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4830,2018-03-26,2018-03-01,18.31,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4831,2018-03-26,2018-05-01,18.074,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4832,2018-03-26,2018-05-01,17.954,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4833,2018-03-26,2018-03-01,18.62,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4834,2018-03-27,2018-03-01,18.31,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4835,2018-03-27,2018-04-01,18.589,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4836,2018-03-27,2018-05-01,18.425,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4837,2018-03-27,2018-05-01,18.479,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4838,2018-03-27,2018-04-01,18.413,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4839,2018-03-27,2018-03-01,18.62,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4840,2018-03-28,2018-04-01,18.388,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4841,2018-03-28,2018-05-01,18.427,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4842,2018-03-28,2018-05-01,18.124,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4843,2018-03-28,2018-04-01,18.52,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4844,2018-03-28,2018-03-01,18.31,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4845,2018-03-28,2018-03-01,18.62,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4846,2018-03-29,2018-05-01,18.326,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4847,2018-03-29,2018-05-01,18.451,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4848,2018-03-29,2018-04-01,18.388,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4849,2018-03-29,2018-04-01,18.52,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4850,2018-04-03,2018-05-01,18.181,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4851,2018-04-03,2018-04-01,18.52,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4852,2018-04-03,2018-06-01,18.135,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4853,2018-04-03,2018-06-01,18.303,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4854,2018-04-03,2018-04-01,18.388,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4855,2018-04-03,2018-05-01,18.269,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4856,2018-04-04,2018-06-01,18.216,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4857,2018-04-04,2018-04-01,18.52,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4858,2018-04-04,2018-05-01,18.188,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4859,2018-04-04,2018-06-01,18.341,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4860,2018-04-04,2018-04-01,18.388,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4861,2018-04-04,2018-05-01,18.4,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4862,2018-04-05,2018-04-01,18.388,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4863,2018-04-05,2018-04-01,18.52,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4864,2018-04-05,2018-06-01,18.162,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4865,2018-04-05,2018-06-01,18.237,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4866,2018-04-05,2018-05-01,18.193,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4867,2018-04-05,2018-05-01,18.326,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4868,2018-04-06,2018-04-01,18.388,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4869,2018-04-06,2018-05-01,18.364,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4870,2018-04-06,2018-06-01,18.319,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4871,2018-04-06,2018-06-01,18.298,Month,Natural Gas,Germany,NCG (formerly EGT_H)
4872,2018-04-06,2018-05-01,18.22,Month,Natural Gas,Germany,GPL (formerly BEB/GUD)
4873,2018-04-06,2018-04-01,18.52,Month,Natural Gas,Germany,NCG (formerly EGT_H)
